date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:08:25	72875/72875	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:22%20GMT	https://www.ipcuk.events/taxonomy/term/16	/var/www/html/www.ipcuk.events/taxonomy/term/16/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:26	28364/28364	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:23%20GMT	https://www.ipcuk.events/conference/children-and-schools	/var/www/html/www.ipcuk.events/conference/children-and-schools/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:26	27095/27095	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:24%20GMT	https://www.ipcuk.events/presentation/Designing-our-Global-Education-Systems-using-Permaculture-Principles	/var/www/html/www.ipcuk.events/presentation/Designing-our-Global-Education-Systems-using-Permaculture-Principles/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:27	27995/27995	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:25%20GMT	https://www.ipcuk.events/presentation/Permaculture-your-School-and-Transform-your-Town	/var/www/html/www.ipcuk.events/presentation/Permaculture-your-School-and-Transform-your-Town/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:28	26668/26668	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:26%20GMT	https://www.ipcuk.events/presentation/Permaculture-Children-Future-City-Model	/var/www/html/www.ipcuk.events/presentation/Permaculture-Children-Future-City-Model/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:29	27936/27936	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:27%20GMT	https://www.ipcuk.events/conference/climate-change	/var/www/html/www.ipcuk.events/conference/climate-change/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:30	25941/25941	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:28%20GMT	https://www.ipcuk.events/presentation/Permaculture-Inspiring-Climate-Change-Adaptation-Book	/var/www/html/www.ipcuk.events/presentation/Permaculture-Inspiring-Climate-Change-Adaptation-Book/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:31	27072/27072	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:29%20GMT	https://www.ipcuk.events/presentation/Cool-Communities-Ecovillages-Change-Atmosphere	/var/www/html/www.ipcuk.events/presentation/Cool-Communities-Ecovillages-Change-Atmosphere/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:32	26881/26881	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:30%20GMT	https://www.ipcuk.events/presentation/Climate-change-adaptation-tools-smallholder-coffee-farmers	/var/www/html/www.ipcuk.events/presentation/Climate-change-adaptation-tools-smallholder-coffee-farmers/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:34	28587/28587	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:31%20GMT	https://www.ipcuk.events/conference/community-building	/var/www/html/www.ipcuk.events/conference/community-building/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:35	29037/29037	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:32%20GMT	https://www.ipcuk.events/presentation/Quaker-meets-Permaculture	/var/www/html/www.ipcuk.events/presentation/Quaker-meets-Permaculture/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:35	25805/25805	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:33%20GMT	https://www.ipcuk.events/presentation/Empowering-Transformational-Cooperation-with-Sociocracy-3.0	/var/www/html/www.ipcuk.events/presentation/Empowering-Transformational-Cooperation-with-Sociocracy-3/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:36	25107/25107	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:34%20GMT	https://www.ipcuk.events/presentation/Intricacy-of-Social-and-Organisational-Design	/var/www/html/www.ipcuk.events/presentation/Intricacy-of-Social-and-Organisational-Design/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:37	23059/23059	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:35%20GMT	https://www.ipcuk.events/conference/community-energy	/var/www/html/www.ipcuk.events/conference/community-energy/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:38	24997/24997	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:36%20GMT	https://www.ipcuk.events/presentation/Energy-Revolution-your-guide-to-making-it-happen	/var/www/html/www.ipcuk.events/presentation/Energy-Revolution-your-guide-to-making-it-happen/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:39	25063/25063	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:37%20GMT	https://www.ipcuk.events/conference/film-showings	/var/www/html/www.ipcuk.events/conference/film-showings/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:40	28191/28191	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:38%20GMT	https://www.ipcuk.events/presentation/Permaculture-in-Schools	/var/www/html/www.ipcuk.events/presentation/Permaculture-in-Schools/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:41	26431/26431	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:39%20GMT	https://www.ipcuk.events/presentation/Design-for-life-Permaculture-and-The-Food-Forest-Story	/var/www/html/www.ipcuk.events/presentation/Design-for-life-Permaculture-and-The-Food-Forest-Story/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:42	33613/33613	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:40%20GMT	https://www.ipcuk.events/conference/day-two-workshops	/var/www/html/www.ipcuk.events/conference/day-two-workshops/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:43	25158/25158	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:41%20GMT	https://www.ipcuk.events/presentation/Building-alliances-for-community-led-action	/var/www/html/www.ipcuk.events/presentation/Building-alliances-for-community-led-action/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:45	29814/29814	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:42%20GMT	https://www.ipcuk.events/presentation/Making-Permaculture-Legible-for-All	/var/www/html/www.ipcuk.events/presentation/Making-Permaculture-Legible-for-All/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:45	27883/27883	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:43%20GMT	https://www.ipcuk.events/presentation/Regenerative-Enterprise-and-the-8-Forms-of-Capital	/var/www/html/www.ipcuk.events/presentation/Regenerative-Enterprise-and-the-8-Forms-of-Capital/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:46	25632/25632	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:44%20GMT	https://www.ipcuk.events/presentation/Designing-Self-Sustaining-Motivation-Systems	/var/www/html/www.ipcuk.events/presentation/Designing-Self-Sustaining-Motivation-Systems/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:47	26221/26221	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:45%20GMT	https://www.ipcuk.events/presentation/Sing-the-Change-You-Want-to-See	/var/www/html/www.ipcuk.events/presentation/Sing-the-Change-You-Want-to-See/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:48	28023/28023	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:46%20GMT	https://www.ipcuk.events/conference/farming-systems	/var/www/html/www.ipcuk.events/conference/farming-systems/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:49	26081/26081	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:47%20GMT	https://www.ipcuk.events/presentation/Biodiversity-productivity-and-scale-in-resilient-food-production-systems	/var/www/html/www.ipcuk.events/presentation/Biodiversity-productivity-and-scale-in-resilient-food-production-systems/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:50	28256/28256	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:48%20GMT	https://www.ipcuk.events/presentation/Permaculture-on-a-commercial-farm	/var/www/html/www.ipcuk.events/presentation/Permaculture-on-a-commercial-farm/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:51	26346/26346	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:49%20GMT	https://www.ipcuk.events/presentation/Can-Arable-Be-Permacultural	/var/www/html/www.ipcuk.events/presentation/Can-Arable-Be-Permacultural/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:52	23157/23157	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:50%20GMT	https://www.ipcuk.events/conference/higher-education	/var/www/html/www.ipcuk.events/conference/higher-education/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:53	26548/26548	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:51%20GMT	https://www.ipcuk.events/presentation/Permaculture%27s-Place-in-Higher-Education-A-Global-Initiative	/var/www/html/www.ipcuk.events/presentation/Permaculture's-Place-in-Higher-Education-A-Global-Initiative/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:55	32017/32017	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:52%20GMT	https://www.ipcuk.events/conference/measuring-permaculture	/var/www/html/www.ipcuk.events/conference/measuring-permaculture/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:56	32108/32108	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:53%20GMT	https://www.ipcuk.events/presentation/Developing-participatory-methods-and-metrics-for-assessment	/var/www/html/www.ipcuk.events/presentation/Developing-participatory-methods-and-metrics-for-assessment/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:56	26640/26640	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:54%20GMT	https://www.ipcuk.events/presentation/Measuring-sustainability-practical-techniques-for-designs-and-enterprises	/var/www/html/www.ipcuk.events/presentation/Measuring-sustainability-practical-techniques-for-designs-and-enterprises/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:57	26238/26238	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:55%20GMT	https://www.ipcuk.events/node/305	/var/www/html/www.ipcuk.events/node/305/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:58	25352/25352	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:56%20GMT	https://www.ipcuk.events/presentation/Permaculture-and-Development-A-Global-Case-Study	/var/www/html/www.ipcuk.events/presentation/Permaculture-and-Development-A-Global-Case-Study/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:08:59	27466/27466	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:57%20GMT	https://www.ipcuk.events/conference/permaculture-in-india	/var/www/html/www.ipcuk.events/conference/permaculture-in-india/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:00	25892/25892	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:58%20GMT	https://www.ipcuk.events/presentation/Hans-Foundation-Food-Security-Reforestation-Poverty-Alleviation	/var/www/html/www.ipcuk.events/presentation/Hans-Foundation-Food-Security-Reforestation-Poverty-Alleviation/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:01	28004/28004	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:08:59%20GMT	https://www.ipcuk.events/node/362	/var/www/html/www.ipcuk.events/node/362/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:02	25727/25727	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:00%20GMT	https://www.ipcuk.events/presentation/Food-Income-Security-South-Southeast-Asia	/var/www/html/www.ipcuk.events/presentation/Food-Income-Security-South-Southeast-Asia/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:03	28126/28126	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:01%20GMT	https://www.ipcuk.events/conference/personal-livelihoods	/var/www/html/www.ipcuk.events/conference/personal-livelihoods/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:04	24591/24591	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:02%20GMT	https://www.ipcuk.events/presentation/Savingspool	/var/www/html/www.ipcuk.events/presentation/Savingspool/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:05	25867/25867	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:03%20GMT	https://www.ipcuk.events/presentation/Financial-Oikos-Permaculture	/var/www/html/www.ipcuk.events/presentation/Financial-Oikos-Permaculture/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:06	26429/26429	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:04%20GMT	https://www.ipcuk.events/presentation/Other-peoples-money	/var/www/html/www.ipcuk.events/presentation/Other-peoples-money/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:07	28016/28016	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:05%20GMT	https://www.ipcuk.events/conference/research	/var/www/html/www.ipcuk.events/conference/research/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:08	25751/25751	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:06%20GMT	https://www.ipcuk.events/presentation/Research-as-Social-Change	/var/www/html/www.ipcuk.events/presentation/Research-as-Social-Change/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:09	25095/25095	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:07%20GMT	https://www.ipcuk.events/presentation/Holistic-research-of-holistic-practice	/var/www/html/www.ipcuk.events/presentation/Holistic-research-of-holistic-practice/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:10	27947/27947	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:08%20GMT	https://www.ipcuk.events/presentation/Anthropology-Permaculture-Earthship-Ironbank	/var/www/html/www.ipcuk.events/presentation/Anthropology-Permaculture-Earthship-Ironbank/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:11	27972/27972	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:09%20GMT	https://www.ipcuk.events/conference/rethinking-money	/var/www/html/www.ipcuk.events/conference/rethinking-money/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:12	27696/27696	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:10%20GMT	https://www.ipcuk.events/presentation/The-Moneyless-Man	/var/www/html/www.ipcuk.events/presentation/The-Moneyless-Man/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:13	25759/25759	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:11%20GMT	https://www.ipcuk.events/presentation/How-to-build-a-better-money-system	/var/www/html/www.ipcuk.events/presentation/How-to-build-a-better-money-system/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:14	26362/26362	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:12%20GMT	https://www.ipcuk.events/presentation/Oil-to-Soil-Permaculture-Investing	/var/www/html/www.ipcuk.events/presentation/Oil-to-Soil-Permaculture-Investing/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:16	30710/30710	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:13%20GMT	https://www.ipcuk.events/conference/soil	/var/www/html/www.ipcuk.events/conference/soil/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:16	24811/24811	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:14%20GMT	https://www.ipcuk.events/presentation/Introduction-to-soil-biology-and-the-soil-food-web	/var/www/html/www.ipcuk.events/presentation/Introduction-to-soil-biology-and-the-soil-food-web/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:16	27579/27579	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:15%20GMT	https://www.ipcuk.events/presentation/The-Answer-Lies-in-the-Soil	/var/www/html/www.ipcuk.events/presentation/The-Answer-Lies-in-the-Soil/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:18	25549/25549	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:16%20GMT	https://www.ipcuk.events/presentation/A-Permaculture-Approach-to-Soil	/var/www/html/www.ipcuk.events/presentation/A-Permaculture-Approach-to-Soil/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:19	28184/28184	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:17%20GMT	https://www.ipcuk.events/presentation/Ecosystem-Service-Replication-on-Damaged-Land-Maya-Mountains-Belize	/var/www/html/www.ipcuk.events/presentation/Ecosystem-Service-Replication-on-Damaged-Land-Maya-Mountains-Belize/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:21	28428/28428	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:18%20GMT	https://www.ipcuk.events/conference/teaching-and-learning	/var/www/html/www.ipcuk.events/conference/teaching-and-learning/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:22	28316/28316	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:19%20GMT	https://www.ipcuk.events/presentation/Innovative-Tools-in-Permaculture-Education	/var/www/html/www.ipcuk.events/presentation/Innovative-Tools-in-Permaculture-Education/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:22	25600/25600	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:20%20GMT	https://www.ipcuk.events/presentation/Learning-from-doing-how-contemplative-enquiry-transforms-learning	/var/www/html/www.ipcuk.events/presentation/Learning-from-doing-how-contemplative-enquiry-transforms-learning/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:23	27054/27054	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:21%20GMT	https://www.ipcuk.events/presentation/Framing-Permaculture-as-enabling-Systems-Thinking-for-Sustainability	/var/www/html/www.ipcuk.events/presentation/Framing-Permaculture-as-enabling-Systems-Thinking-for-Sustainability/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:24	28235/28235	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:22%20GMT	https://www.ipcuk.events/conference/wellbeing	/var/www/html/www.ipcuk.events/conference/wellbeing/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:25	24926/24926	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:23%20GMT	https://www.ipcuk.events/presentation/Walking-our-way-to-a-better-world	/var/www/html/www.ipcuk.events/presentation/Walking-our-way-to-a-better-world/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:26	26185/26185	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:24%20GMT	https://www.ipcuk.events/presentation/Permaculture-for-Mental-Health	/var/www/html/www.ipcuk.events/presentation/Permaculture-for-Mental-Health/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:27	25909/25909	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:25%20GMT	https://www.ipcuk.events/presentation/Sustainable-Healthcare-systems-permaculture-herbal-medicine-for-the-future	/var/www/html/www.ipcuk.events/presentation/Sustainable-Healthcare-systems-permaculture-herbal-medicine-for-the-future/index.html	(from https://www.ipcuk.events/conference/programme/day-two)
16:09:28	27518/27518	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:26%20GMT	https://www.ipcuk.events/node/372	/var/www/html/www.ipcuk.events/node/372/index.html	(from https://www.ipcuk.events/presentation/Poetry-Song-Lines-of-the-Earth)
16:09:29	25491/25491	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:27%20GMT	https://www.ipcuk.events/profile/Siobhan-Mac-Mahon	/var/www/html/www.ipcuk.events/profile/Siobhan-Mac-Mahon/index.html	(from https://www.ipcuk.events/presentation/Poetry-Song-Lines-of-the-Earth)
16:09:29	85639/85639	---M--	200	added ('OK')	image/jpeg	etag:%2255b77941-14e87%22	https://www.ipcuk.events/sites/default/files/siobhan%20Salerno.jpg	/var/www/html/www.ipcuk.events/sites/default/files/siobhan%20Salerno/index.jpg	(from https://www.ipcuk.events/presentation/Poetry-Song-Lines-of-the-Earth)
16:09:29	19140/19140	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:28%20GMT	https://www.ipcuk.events/file/120	/var/www/html/www.ipcuk.events/file/120/index.html	(from https://www.ipcuk.events/presentation/Poetry-Song-Lines-of-the-Earth)
16:09:32	167155/167155	---M--	200	added ('OK')	image/png	etag:%2255ba05ff-28cf3%22	https://www.ipcuk.events/sites/default/files/flower.png	/var/www/html/www.ipcuk.events/sites/default/files/flower/index.png	(from https://www.ipcuk.events/conference/strands)
16:09:32	23423/23423	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:30%20GMT	https://www.ipcuk.events/node/356	/var/www/html/www.ipcuk.events/node/356/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:34	47382/47382	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:32%20GMT	https://www.ipcuk.events/conference/strand/built-environment	/var/www/html/www.ipcuk.events/conference/strand/built-environment/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:34	17389/17389	---MC-	403	error ('Forbidden')	text/html	date:Wed,%2002%20Mar%202022%2016:09:34%20GMT	https://www.ipcuk.events/admin/structure/taxonomy/conference_strand	/var/www/html/www.ipcuk.events/admin/structure/taxonomy/conference_strand/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:35	47168/47168	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:33%20GMT	https://www.ipcuk.events/conference/strand/education-and-culture	/var/www/html/www.ipcuk.events/conference/strand/education-and-culture/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:38	46561/46561	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:35%20GMT	https://www.ipcuk.events/conference/strand/finance-and-economics	/var/www/html/www.ipcuk.events/conference/strand/finance-and-economics/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:38	47698/47698	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:36%20GMT	https://www.ipcuk.events/conference/strand/health-and-wellbeing	/var/www/html/www.ipcuk.events/conference/strand/health-and-wellbeing/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:38	47022/47022	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:37%20GMT	https://www.ipcuk.events/conference/strand/land-and-nature-stewardship	/var/www/html/www.ipcuk.events/conference/strand/land-and-nature-stewardship/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:41	49332/49332	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:38%20GMT	https://www.ipcuk.events/conference/strand/land-tenure-and-community-governance	/var/www/html/www.ipcuk.events/conference/strand/land-tenure-and-community-governance/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:42	26891/26891	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:40%20GMT	https://www.ipcuk.events/node/463	/var/www/html/www.ipcuk.events/node/463/index.html	(from https://www.ipcuk.events/presentation/Cooriginator-of-the-permaculture-concept)
16:09:42	47862/47862	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:39%20GMT	https://www.ipcuk.events/conference/strand/tools-and-technology	/var/www/html/www.ipcuk.events/conference/strand/tools-and-technology/index.html	(from https://www.ipcuk.events/conference/strands)
16:09:43	24160/24160	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:41%20GMT	https://www.ipcuk.events/profile/David-Holmgren	/var/www/html/www.ipcuk.events/profile/David-Holmgren/index.html	(from https://www.ipcuk.events/presentation/Cooriginator-of-the-permaculture-concept)
16:09:43	19094/19094	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:42%20GMT	https://www.ipcuk.events/file/206	/var/www/html/www.ipcuk.events/file/206/index.html	(from https://www.ipcuk.events/presentation/Cooriginator-of-the-permaculture-concept)
16:09:44	177231/177231	---M--	200	added ('OK')	image/jpeg	etag:%2255e6f076-2b44f%22	https://www.ipcuk.events/sites/default/files/DavidHolmgren1.jpg	/var/www/html/www.ipcuk.events/sites/default/files/DavidHolmgren1/index.jpg	(from https://www.ipcuk.events/presentation/Cooriginator-of-the-permaculture-concept)
16:09:46	25611/25611	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:44%20GMT	https://www.ipcuk.events/node/461	/var/www/html/www.ipcuk.events/node/461/index.html	(from https://www.ipcuk.events/presentation/How-Does-Permaculture-Stack-Up-in-the-Real-Economy%3F)
16:09:47	24337/24337	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:45%20GMT	https://www.ipcuk.events/profile/Krist%c3%adn-Vala-Ragnarsd%c3%b3ttir	/var/www/html/www.ipcuk.events/profile/Krist%c3%adn-Vala-Ragnarsd%c3%b3ttir/index.html	(from https://www.ipcuk.events/presentation/How-Does-Permaculture-Stack-Up-in-the-Real-Economy%3F)
16:09:47	39895/39895	---M--	200	added ('OK')	image/jpeg	etag:%2255e6ef99-9bd7%22	https://www.ipcuk.events/sites/default/files/kristin_vala_ragnarsdottir_1.jpg	/var/www/html/www.ipcuk.events/sites/default/files/kristin_vala_ragnarsdottir_1/index.jpg	(from https://www.ipcuk.events/presentation/How-Does-Permaculture-Stack-Up-in-the-Real-Economy%3F)
16:09:47	19121/19121	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:46%20GMT	https://www.ipcuk.events/file/205	/var/www/html/www.ipcuk.events/file/205/index.html	(from https://www.ipcuk.events/presentation/How-Does-Permaculture-Stack-Up-in-the-Real-Economy%3F)
16:09:49	25610/25610	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:48%20GMT	https://www.ipcuk.events/node/460	/var/www/html/www.ipcuk.events/node/460/index.html	(from https://www.ipcuk.events/presentation/New-Frontiers-for-the-Permaculture-Movement)
16:09:51	24316/24316	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:49%20GMT	https://www.ipcuk.events/profile/Pandora-Thomas	/var/www/html/www.ipcuk.events/profile/Pandora-Thomas/index.html	(from https://www.ipcuk.events/presentation/New-Frontiers-for-the-Permaculture-Movement)
16:09:51	19134/19134	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Mar%202022%2016:09:50%20GMT	https://www.ipcuk.events/file/198	/var/www/html/www.ipcuk.events/file/198/index.html	(from https://www.ipcuk.events/presentation/New-Frontiers-for-the-Permaculture-Movement)
